"(PDH-CSV 4.0) (","\\DESKTOP-2OFVR87\GPU Process Memory(pid_35808_luid_0x00000000_0x00010324_phys_0)\Dedicated Usage"
"09/14/2026 18:55:33.354","105533440"
"09/14/2026 18:55:34.363","145047552"
"09/14/2026 18:55:35.371","145309696"
"09/14/2026 18:55:36.382","145309696"
"09/14/2026 18:55:37.390","145309696"
"09/14/2026 18:55:38.398","145653760"
"09/14/2026 18:55:39.409","145752064"
"09/14/2026 18:55:40.417","145850368"
"09/14/2026 18:55:41.424","145948672"
"09/14/2026 18:55:42.431","146046976"
"09/14/2026 18:55:43.436","146407424"
"09/14/2026 18:55:44.447","146505728"
"09/14/2026 18:55:45.456","146653184"
"09/14/2026 18:55:46.462","146878464"
"09/14/2026 18:55:47.470","147787776"
"09/14/2026 18:55:48.478","148635648"
"09/14/2026 18:55:49.486","149520384"
"09/14/2026 18:55:50.494","150441984"
"09/14/2026 18:55:51.500","151400448"
"09/14/2026 18:55:52.509","152395776"
"09/14/2026 18:55:53.518","153448448"
"09/14/2026 18:55:54.526","154517504"
"09/14/2026 18:55:55.536","156319744"
"09/14/2026 18:55:56.546","157483008"
"09/14/2026 18:55:57.557","158679040"
"09/14/2026 18:55:58.566","159916032"
"09/14/2026 18:55:59.575","161185792"
"09/14/2026 18:56:00.583","161837056"
"09/14/2026 18:56:01.592","161849344"
"09/14/2026 18:56:02.602","161849344"
"09/14/2026 18:56:03.612","161849344"
"09/14/2026 18:56:04.621","161849344"
"09/14/2026 18:56:05.631","161849344"
"09/14/2026 18:56:06.642","161849344"
"09/14/2026 18:56:07.652","161849344"
"09/14/2026 18:56:08.662","162729984"
"09/14/2026 18:56:09.672","164081664"
"09/14/2026 18:56:10.682","165470208"
"09/14/2026 18:56:11.691","167706624"
"09/14/2026 18:56:12.702","167706624"
"09/14/2026 18:56:13.713","167706624"
"09/14/2026 18:56:14.724","167706624"
"09/14/2026 18:56:15.734","167706624"
"09/14/2026 18:56:16.744","167706624"
"09/14/2026 18:56:17.752","167706624"
"09/14/2026 18:56:18.763","167706624"
"09/14/2026 18:56:19.773","167706624"
"09/14/2026 18:56:20.786","167706624"
