"(PDH-CSV 4.0) (","\\DESKTOP-2OFVR87\GPU Process Memory(pid_3984_luid_0x00000000_0x00010324_phys_0)\Dedicated Usage"
"09/14/2026 16:52:26.547","105533440"
"09/14/2026 16:52:27.559","145047552"
"09/14/2026 16:52:28.571","145309696"
"09/14/2026 16:52:29.582","145309696"
"09/14/2026 16:52:30.592","145309696"
"09/14/2026 16:52:31.603","145604608"
"09/14/2026 16:52:32.617","145752064"
"09/14/2026 16:52:33.627","145850368"
"09/14/2026 16:52:34.637","145948672"
"09/14/2026 16:52:35.649","146046976"
"09/14/2026 16:52:36.657","146407424"
"09/14/2026 16:52:37.668","146505728"
"09/14/2026 16:52:38.680","146604032"
"09/14/2026 16:52:39.692","146702336"
"09/14/2026 16:52:40.703","147329024"
"09/14/2026 16:52:41.715","148205568"
"09/14/2026 16:52:42.724","149520384"
"09/14/2026 16:52:43.734","150441984"
"09/14/2026 16:52:44.747","151400448"
"09/14/2026 16:52:45.757","152395776"
"09/14/2026 16:52:46.769","153448448"
"09/14/2026 16:52:47.782","154517504"
"09/14/2026 16:52:48.793","155754496"
"09/14/2026 16:52:49.803","156897280"
"09/14/2026 16:52:50.814","158076928"
"09/14/2026 16:52:51.825","159916032"
"09/14/2026 16:52:52.836","161185792"
"09/14/2026 16:52:53.847","161837056"
"09/14/2026 16:52:54.859","161849344"
"09/14/2026 16:52:55.870","161849344"
"09/14/2026 16:52:56.880","161849344"
"09/14/2026 16:52:57.890","161849344"
"09/14/2026 16:52:58.901","161849344"
"09/14/2026 16:52:59.909","161849344"
"09/14/2026 16:53:00.921","161849344"
"09/14/2026 16:53:01.931","162729984"
"09/14/2026 16:53:02.941","164081664"
"09/14/2026 16:53:03.952","165470208"
"09/14/2026 16:53:04.964","167706624"
"09/14/2026 16:53:05.976","167706624"
"09/14/2026 16:53:06.985","167706624"
"09/14/2026 16:53:07.993","167706624"
"09/14/2026 16:53:09.003","167706624"
"09/14/2026 16:53:10.016","167706624"
"09/14/2026 16:53:11.026","167706624"
"09/14/2026 16:53:12.038","167706624"
"09/14/2026 16:53:13.049","167706624"
"09/14/2026 16:53:14.060","167706624"
"09/14/2026 16:53:15.071","167706624"
"09/14/2026 16:53:16.083","167706624"
"09/14/2026 16:53:17.096","167706624"
"09/14/2026 16:53:18.107","167706624"
"09/14/2026 16:53:19.120","167706624"
"09/14/2026 16:53:20.134","167706624"
"09/14/2026 16:53:21.144","167706624"
"09/14/2026 16:53:22.154","167706624"
"09/14/2026 16:53:23.165","167706624"
"09/14/2026 16:53:24.175","167706624"
"09/14/2026 16:53:25.189","167706624"
"09/14/2026 16:53:26.197","167706624"
"09/14/2026 16:53:27.206","167706624"
"09/14/2026 16:53:28.217","167706624"
"09/14/2026 16:53:29.228","167706624"
"09/14/2026 16:53:30.237","167706624"
"09/14/2026 16:53:31.246","167706624"
"09/14/2026 16:53:32.259","167706624"
"09/14/2026 16:53:33.268","167706624"
"09/14/2026 16:53:34.281","167706624"
"09/14/2026 16:53:35.292","167706624"
"09/14/2026 16:53:36.301","167706624"
"09/14/2026 16:53:37.310","167706624"
"09/14/2026 16:53:38.320","167706624"
"09/14/2026 16:53:39.328","167706624"
"09/14/2026 16:53:40.340","167706624"
"09/14/2026 16:53:41.353","167706624"
"09/14/2026 16:53:42.365","167706624"
"09/14/2026 16:53:43.379","167706624"
"09/14/2026 16:53:44.390","167706624"
"09/14/2026 16:53:45.402","167706624"
"09/14/2026 16:53:46.414","167706624"
"09/14/2026 16:53:47.425","167706624"
"09/14/2026 16:53:48.435","167706624"
"09/14/2026 16:53:49.445","167706624"
"09/14/2026 16:53:50.454","167706624"
"09/14/2026 16:53:51.464","167706624"
"09/14/2026 16:53:52.476","167706624"
"09/14/2026 16:53:53.486","167706624"
"09/14/2026 16:53:54.497","167706624"
"09/14/2026 16:53:55.507","167706624"
"09/14/2026 16:53:56.516","167706624"
"09/14/2026 16:53:57.531","167706624"
"09/14/2026 16:53:58.544","167706624"
"09/14/2026 16:53:59.557","167706624"
"09/14/2026 16:54:00.567","167706624"
"09/14/2026 16:54:01.576","167706624"
"09/14/2026 16:54:02.587","167706624"
"09/14/2026 16:54:03.598","167706624"
"09/14/2026 16:54:04.609","167706624"
"09/14/2026 16:54:05.620","167706624"
"09/14/2026 16:54:06.630","167706624"
"09/14/2026 16:54:07.640","167706624"
"09/14/2026 16:54:08.650","167706624"
"09/14/2026 16:54:09.659","167706624"
"09/14/2026 16:54:10.670","167706624"
"09/14/2026 16:54:11.679","167706624"
"09/14/2026 16:54:12.688","167706624"
"09/14/2026 16:54:13.697","167706624"
"09/14/2026 16:54:14.708","167706624"
"09/14/2026 16:54:15.718","167706624"
"09/14/2026 16:54:16.729","167706624"
"09/14/2026 16:54:17.739","167706624"
"09/14/2026 16:54:18.750","167706624"
"09/14/2026 16:54:19.763","167706624"
"09/14/2026 16:54:20.772","167706624"
"09/14/2026 16:54:21.780","167706624"
"09/14/2026 16:54:22.791","167706624"
"09/14/2026 16:54:23.800","167706624"
"09/14/2026 16:54:24.810","167706624"
"09/14/2026 16:54:25.822","167706624"
"09/14/2026 16:54:26.832","167706624"
"09/14/2026 16:54:27.840","167706624"
"09/14/2026 16:54:28.848","167706624"
"09/14/2026 16:54:29.859","167706624"
"09/14/2026 16:54:30.869","167706624"
"09/14/2026 16:54:31.879","167706624"
"09/14/2026 16:54:32.889","167706624"
"09/14/2026 16:54:33.897","167706624"
"09/14/2026 16:54:34.908","167706624"
